id,label,lower_letter_count,upper_letter_count,digital_count,symbol_count
193792,0,0,0,0,0
124758,0,0,3,13,0
252590,0,3,1,16,0
210212,0,0,4,7,0
234661,0,0,1,10,0
248092,1,0,0,0,0
279539,0,2,1,6,6
242624,0,0,1,10,0
251222,0,0,0,0,0
134805,0,0,2,9,0
152109,1,0,0,0,0
30461,0,0,8,8,7
90597,0,0,0,0,0
23751,0,0,0,0,0
161580,1,0,0,0,0
217332,1,6,1,4,1
222368,0,0,0,0,0
139968,0,0,0,0,0
5355,0,0,0,11,0
195097,0,0,1,10,0
162728,0,0,0,0,0
26421,0,0,0,0,0
19526,0,0,0,0,0
67612,1,0,0,0,0
78629,0,0,2,9,0
266188,0,0,1,10,1
75265,1,0,0,0,0
273974,0,0,4,7,0
175728,0,2,3,19,1
3328,0,0,1,10,0
305317,1,0,0,0,0
260412,0,0,0,0,0
196134,0,0,2,9,0
241742,0,0,1,9,0
99032,0,0,1,10,0
295001,0,0,0,2,0
228965,0,1,4,9,0
146835,1,0,0,0,0
274813,0,0,0,9,0
41620,0,0,0,11,0
107867,0,0,1,1,0
162505,0,0,0,0,0
230027,0,0,0,0,0
246861,0,0,1,9,1
119213,0,0,2,9,0
73222,1,3,1,10,0
29187,0,0,0,0,0
83630,1,0,1,0,0
247019,0,2,1,7,0
293787,0,0,0,0,0
140513,0,0,2,10,0
162653,0,0,0,10,0
300456,0,0,3,20,2
43935,0,0,1,10,0
105860,0,0,4,9,1
198667,0,0,4,9,0
1930,1,0,0,0,0
246089,0,0,0,0,0
185067,0,0,0,0,0
257864,0,0,2,9,0
229343,1,0,0,0,0
45947,0,0,0,0,0
229124,0,13,2,21,2
230220,0,0,1,11,0
70855,1,0,0,0,0
407,0,0,0,0,0
12847,0,0,0,0,0
163244,1,0,0,0,0
184286,0,0,1,14,0
79132,0,0,0,0,0
223626,0,0,3,19,0
88781,0,0,2,11,0
89020,0,0,0,0,0
64159,0,0,0,0,0
278144,0,0,0,0,0
222890,0,7,1,7,1
140455,0,0,0,0,1
262857,0,0,0,0,0
48749,1,0,3,8,0
83989,0,0,0,0,0
233953,0,0,0,0,0
55299,0,0,0,0,0
302314,0,0,0,0,0
230100,0,0,0,0,0
259847,0,0,1,9,0
2744,0,0,0,0,0
253109,1,0,0,0,0
169678,0,4,4,11,0
261292,1,0,0,0,0
160125,0,0,0,0,0
14252,0,0,0,0,0
306363,0,0,0,0,0
210621,1,0,0,0,0
40194,0,0,0,0,0
101429,0,0,0,0,0
259319,0,0,0,0,0
202624,0,0,0,0,0
151218,0,0,1,11,0
12213,1,4,1,1,0
275791,0,0,0,11,0
18141,0,0,3,8,0
62759,0,0,0,0,0
257875,1,0,3,19,0
37729,1,0,0,0,0
193706,1,0,0,0,0
209925,1,0,0,0,0
164595,0,0,0,0,0
10107,0,0,0,9,0
261067,0,0,0,0,0
178440,0,0,0,0,0
61467,0,0,0,0,0
64980,0,3,1,10,0
199464,1,0,0,0,0
185841,1,0,0,0,0
236974,0,0,0,0,0
199836,0,0,0,0,0
153395,0,0,0,0,0
82318,0,1,3,10,0
170049,0,0,0,0,0
67716,1,0,0,0,0
113680,0,0,0,0,0
154051,1,0,2,9,0
291359,1,0,1,8,0
89267,0,0,0,0,0
76601,0,0,0,0,0
60711,0,0,0,0,0
1306,0,0,1,8,0
272052,0,0,0,0,0
222356,0,0,1,8,0
14617,0,0,0,11,0
65941,1,0,0,2,1
225668,0,0,0,0,0
226493,0,0,0,10,0
33111,0,0,1,8,0
185423,0,0,0,0,0
46298,0,0,4,7,0
246192,0,0,1,1,0
80871,0,0,0,0,0
94884,1,0,0,0,0
69320,0,0,2,10,1
61497,0,0,0,0,0
22687,0,0,0,0,0
120541,0,2,2,9,0
302768,0,0,1,11,0
12956,0,0,0,0,0
31069,1,0,0,0,0
222448,0,0,1,21,0
24425,0,0,0,2,0
117495,0,0,0,11,0
90699,0,0,0,0,0
236636,0,0,0,11,0
36247,0,0,0,0,0
150345,0,0,2,9,0
61541,0,0,0,0,0
97306,0,5,1,0,0
257993,0,0,2,9,0
149880,0,0,0,0,0
194985,0,0,1,14,0
197745,0,0,0,0,0
268150,1,0,3,19,0
101762,0,0,0,0,0
4255,0,0,5,9,0
24124,1,0,0,0,0
166526,1,0,0,9,0
79918,1,1,0,4,0
181908,1,0,0,0,0
26593,0,21,3,0,0
266657,0,0,2,9,0
175273,0,0,1,9,0
183436,0,0,0,0,0
27979,0,0,0,0,0
103199,0,0,0,0,0
57731,0,0,0,0,0
293399,0,0,1,8,0
296855,1,0,0,0,18
62565,0,0,1,11,0
63587,0,0,2,9,0
52294,0,0,0,0,0
303162,0,0,0,0,0
239070,0,0,0,0,0
171521,0,0,1,15,1
104895,0,0,0,0,0
250366,0,0,0,0,0
4292,0,6,4,8,0
187094,0,0,0,0,1
146541,0,0,0,0,0
194244,0,0,0,0,0
276646,0,0,4,7,0
63877,0,0,0,11,0
301323,0,0,2,9,0
250232,0,0,0,0,0
108757,0,0,0,0,1
169648,0,0,0,0,0
178124,0,0,0,0,0
32201,1,0,0,0,0
262942,0,0,3,9,0
239378,0,0,0,0,0
204898,1,0,0,0,0
293926,0,0,0,0,0
272495,0,0,0,0,0
123031,0,0,0,0,0
96254,0,0,1,10,0
267085,0,0,0,0,0
76284,0,0,0,0,0
105534,0,0,0,0,0
147569,0,0,2,9,0
125777,0,0,0,0,0
135809,0,0,0,0,0
68230,1,0,0,0,0
121345,0,0,5,8,0
189822,0,0,2,10,0
97581,0,0,3,8,0
298345,0,0,3,7,0
65490,0,0,1,11,0
260725,1,0,1,9,0
301880,1,0,1,10,0
156605,1,0,0,0,0
51565,1,0,0,0,0
33199,0,0,1,10,1
205989,0,0,0,0,0
118599,0,0,2,9,0
260932,0,0,0,0,0
145053,0,0,3,15,2
114514,0,0,2,9,0
142570,0,0,0,0,0
252519,0,0,0,0,0
81613,0,0,2,5,0
253621,0,0,1,10,0
297764,1,0,0,0,0
90653,0,0,2,9,0
130581,0,0,1,8,0
61092,0,0,0,0,0
289601,0,0,0,0,0
263680,0,0,0,0,0
127645,0,0,0,0,0
81568,0,0,0,0,0
278560,0,0,3,8,0
18434,0,0,0,0,0
67430,1,0,0,0,0
111868,0,0,1,10,0
32012,0,0,1,17,0
157051,0,0,0,0,0
267595,0,0,0,0,0
24612,0,0,0,0,0
163606,0,0,1,10,0
196015,0,0,0,0,0
73594,0,0,0,0,0
132796,0,0,0,0,0
176078,1,0,2,9,0
37305,0,0,0,0,0
102953,0,0,0,0,0
54143,0,0,0,0,0
254226,0,0,0,0,0
102847,0,0,2,0,0
200269,0,0,0,0,0
131643,0,0,1,10,0
298921,0,0,1,10,0
235665,0,0,0,11,0
33486,0,0,0,17,3
74690,1,0,0,0,0
18233,0,0,0,7,0
260547,0,0,0,0,0
104282,0,0,0,0,0
234219,0,0,0,0,0
74416,0,0,1,10,2
304447,0,0,0,0,1
205820,0,0,0,0,0
70186,0,0,2,9,0
70590,1,0,0,0,0
204211,0,0,1,9,0
258200,0,1,0,11,1
192602,0,0,2,9,0
98329,0,0,0,0,0
95021,0,0,0,0,0
254381,0,0,0,0,0
28048,0,0,0,17,0
230926,0,0,1,10,0
205420,1,4,0,0,0
177052,0,0,0,11,0
32483,0,0,0,0,0
306655,0,0,2,9,1
40376,0,8,1,17,4
130897,1,0,2,1,0
244886,0,0,1,10,0
139247,1,0,0,0,0
249374,0,0,0,0,0
176727,0,0,1,10,0
154138,0,0,0,0,0
98944,1,0,0,0,0
200975,0,2,2,8,0
105112,0,0,3,8,0
146823,0,0,5,13,0
31586,0,0,0,0,0
227079,0,0,0,0,0
105526,0,0,1,11,0
90303,1,0,0,0,0
278728,0,0,0,10,0
274312,0,0,2,9,0
21478,0,0,1,6,0
281289,0,0,0,0,0
269509,0,1,3,8,0
235966,0,0,0,0,0
302266,1,0,0,0,0
286384,0,0,1,10,0
283783,0,0,0,0,0
45806,0,0,0,0,0
51043,1,0,0,0,0
116948,1,0,0,0,0
70809,0,0,0,0,0
104243,0,0,0,0,0
306067,0,0,0,0,0
76006,0,0,0,0,0
293492,0,1,3,13,1
258364,0,0,0,0,0
62747,1,0,0,0,0
204746,0,0,1,11,0
30753,0,0,0,0,0
106549,0,0,0,0,0
159453,0,2,1,10,0
90231,0,0,0,0,0
100015,0,0,0,0,0
279529,1,0,0,0,0
235322,0,3,1,14,2
8275,0,0,0,0,0
278024,0,2,0,11,0
308522,0,0,3,8,0
278784,0,0,2,9,0
277777,0,0,0,0,0
142107,0,0,0,0,0
153749,0,0,2,10,0
112626,0,0,1,10,0
193355,0,0,0,0,0
291578,0,0,0,0,0
206144,0,0,0,0,0
295190,0,6,4,8,0
247195,1,0,0,4,0
171261,0,0,0,0,0
73163,0,0,0,0,0
250777,0,0,1,10,0
118472,1,0,0,0,0
104947,0,0,0,0,0
181892,0,0,1,10,0
246648,1,0,0,0,0
34916,0,0,2,9,1
25355,0,0,3,8,0
205015,0,0,0,0,0
62242,0,0,0,0,0
182131,0,0,2,9,0
256667,0,0,1,10,0
30448,0,0,0,0,0
301932,0,0,1,10,0
175840,0,0,0,11,1
99584,1,0,0,0,2
138000,0,0,0,0,0
291423,0,0,5,8,0
185643,0,0,1,10,0
31802,1,0,0,0,0
107582,1,0,0,0,0
301882,0,7,1,10,1
218512,0,0,0,0,0
125683,0,0,1,9,0
60258,0,0,0,0,0
119064,1,0,0,0,0
231759,0,0,0,0,0
205048,0,0,0,0,0
287272,0,0,5,8,0
232275,1,0,0,9,1
135440,0,0,0,0,0
150519,1,0,0,0,0
297600,0,0,0,0,0
199380,0,0,6,52,10
142010,0,0,3,8,0
34117,0,0,1,10,0
24045,0,0,0,0,0
202413,0,0,1,10,0
298555,0,0,0,0,0
7316,0,0,0,0,0
71661,0,3,2,4,0
284463,0,0,2,10,0
212713,0,0,0,0,0
251989,0,0,0,11,0
139892,0,0,0,0,0
235077,0,0,1,10,0
27280,1,1,0,0,0
9120,0,0,0,0,0
249137,0,0,0,0,0
163272,0,0,2,10,0
299974,0,0,1,7,0
290245,1,0,0,0,0
47609,0,0,1,10,2
230618,1,0,0,0,0
288831,0,0,0,0,0
69299,0,0,0,0,0
103859,0,0,0,0,0
120901,0,0,2,9,0
278415,0,0,0,10,0
183145,1,0,3,8,1
123187,0,0,0,11,0
23531,0,0,0,0,0
99916,0,0,0,0,0
101717,0,0,0,11,0
265600,0,0,0,0,0
40025,0,0,2,10,0
162854,0,0,5,8,0
169830,1,0,0,0,0
218659,0,0,0,0,0
35678,0,0,1,10,0
214378,0,0,0,8,3
273289,0,0,0,11,0
233486,0,7,3,22,0
232695,0,0,3,8,0
184854,0,0,0,11,0
111393,0,0,2,9,1
48378,1,0,0,0,0
102629,0,0,0,0,0
226010,0,0,0,0,0
163879,0,0,0,0,0
298071,1,0,0,0,3
10995,0,0,0,0,0
90656,0,0,0,0,0
169634,0,0,0,0,0
249839,1,0,0,8,0
30555,0,0,0,0,0
109912,0,0,0,0,0
181969,0,0,1,10,0
107991,1,0,2,9,0
13579,0,0,0,7,0
50814,0,0,2,10,0
129825,0,0,0,0,0
279994,0,0,2,9,0
218245,0,0,1,10,0
170489,1,0,0,5,0
22455,0,0,0,0,0
63806,0,0,0,0,0
163693,0,0,2,9,0
77566,0,0,0,0,0
290917,0,0,3,8,0
60796,0,0,0,0,0
142221,0,0,5,14,1
67933,0,0,0,0,0
252842,1,0,0,0,0
296702,0,0,0,0,0
123082,1,0,0,0,0
154060,0,0,0,2,0
12706,0,0,0,0,0
8752,0,0,1,10,0
30422,0,0,4,10,0
98410,0,0,2,9,0
261824,0,0,0,0,0
800,0,0,0,0,0
97355,0,0,0,0,0
43598,0,0,0,0,0
199864,0,1,3,9,0
26632,0,0,2,10,0
143413,0,0,0,0,0
10797,0,0,0,0,0
158353,0,0,2,11,0
100918,0,0,0,11,0
198928,0,0,2,9,0
193450,0,0,0,0,0
156173,0,0,1,10,0
194843,0,0,0,0,0
160431,0,0,2,9,0
90860,0,0,1,9,0
98817,0,0,1,10,0
262282,0,0,0,0,0
117009,1,0,0,0,0
12105,0,0,0,0,0
250653,0,0,0,0,0
136030,0,0,0,0,0
63653,0,0,0,11,1
179374,0,0,0,10,0
224368,0,0,0,0,0
237216,0,0,0,0,0
79658,0,0,0,0,0
207492,1,0,1,8,0
154617,1,0,0,0,0
286102,0,0,1,1,0
179972,0,7,1,10,0
136409,0,0,0,0,0
240066,0,0,0,11,0
195311,0,2,2,16,0
36857,0,0,0,12,0
110298,0,10,4,10,2
29653,0,2,1,10,1
105583,0,0,1,10,0
174592,1,0,0,0,0
290533,0,0,0,0,0
301934,0,0,4,7,0
36215,0,0,2,37,1
52858,0,0,0,0,0
63669,0,0,0,0,0
232838,0,0,0,0,0
57004,0,0,0,11,0
137543,0,0,0,0,0
183000,0,0,0,0,0
75219,0,0,0,0,0
23077,1,0,0,0,0
305076,1,2,1,1,0
189163,0,0,1,10,0
154481,1,2,1,10,0
306667,0,0,2,9,0
240326,1,0,0,0,0
280392,0,0,2,5,0
152650,0,0,0,0,0
253027,0,0,0,0,0
28952,1,0,0,0,0
36160,0,0,0,0,0
241851,0,0,0,8,1
146381,0,0,0,0,0
153771,0,0,3,8,0
61335,1,0,0,0,0
227874,0,0,0,0,0
75051,1,0,0,0,0
3920,0,0,0,0,0
44320,1,0,2,8,0
117312,0,0,0,11,0
12503,0,0,0,0,0
133971,0,0,5,6,0
142375,1,0,0,0,0
177963,0,0,2,8,0
236771,0,0,1,7,0
191175,0,0,0,0,0
203516,0,0,0,0,0
132108,0,0,0,0,0
204800,0,0,0,0,0
13609,0,0,0,11,0
278037,0,2,2,7,0
268291,0,0,0,7,0
11364,0,0,0,0,0
123437,0,1,1,10,0
81263,0,0,3,10,2
10053,1,0,0,0,0
184620,0,0,0,0,0
81359,1,0,0,0,0
299768,0,0,0,11,0
113800,0,0,0,11,0
81918,0,0,0,11,0
132058,0,0,0,0,0
173918,0,0,1,10,0
269024,0,0,1,11,0
110506,0,0,0,0,0
78737,0,0,0,10,0
135598,0,0,0,0,0
128162,0,0,3,8,0
78479,0,0,0,11,0
232525,0,0,2,9,0
220530,0,0,3,8,0
26707,1,0,0,0,0
168227,0,0,0,11,0
173221,0,0,2,10,0
241589,0,0,0,0,0
190144,0,0,0,0,0
93815,0,0,4,7,0
307229,1,0,0,0,0
231848,0,0,0,0,0
146402,0,0,0,0,0
268908,0,0,0,0,0
303860,0,1,0,11,0
286939,0,0,0,0,0
64762,0,0,2,9,0
235076,0,0,0,0,0
173583,1,0,0,0,0
85965,0,3,0,11,0
246969,0,0,5,8,1
145987,0,0,0,0,0
243037,0,1,0,11,0
255113,0,0,0,0,0
11761,0,0,0,0,0
24088,0,0,0,0,0
95755,0,0,0,0,0
28976,1,0,0,0,0
259078,0,0,0,0,0
17841,1,0,0,0,0
233746,1,0,0,0,0
171375,1,0,0,0,0
28084,0,0,1,9,0
257854,0,0,0,0,0
279243,0,0,0,24,1
82184,0,0,1,10,0
123062,0,0,1,7,0
163914,0,0,4,7,0
49435,0,0,1,10,0
120393,0,0,0,0,0
15741,0,1,1,12,0
248816,0,0,0,7,1
146483,1,0,0,0,0
70251,0,0,0,0,0
192450,0,0,0,0,0
146758,0,0,4,8,0
217495,0,0,1,12,0
10425,0,0,0,0,0
256761,0,0,4,7,0
233706,0,0,2,9,0
214617,1,0,0,0,0
113420,1,0,4,0,0
248564,0,0,0,11,0
218091,0,0,0,0,0
90156,0,0,0,0,0
212641,0,0,0,0,0
105508,1,1,1,9,0
145915,0,0,0,0,0
211116,0,0,4,18,0
79311,0,15,3,9,0
33704,1,0,0,0,0
281654,0,0,0,0,2
261701,0,0,0,0,0
159779,1,0,0,0,0
202811,0,0,0,0,0
49452,0,0,0,0,0
156318,1,0,0,0,0
300681,0,0,0,2,0
196430,0,0,0,0,0
63754,0,0,0,11,1
105319,0,1,1,9,0
28211,1,7,0,5,0
25795,0,0,0,0,0
126159,0,0,1,10,0
92791,0,0,0,0,0
47735,0,0,1,8,0
13718,0,0,0,0,0
10061,1,0,0,0,0
19668,0,0,2,9,0
183213,0,4,2,9,1
215916,0,0,0,0,0
290870,0,0,1,10,0
165973,0,0,0,0,0
144304,0,0,0,0,0
306571,0,0,0,0,0
228379,0,0,0,0,0
245045,0,0,0,0,0
128749,0,0,3,8,0
277278,1,0,0,11,1
79084,0,0,0,0,0
13211,1,0,0,0,0
166852,0,0,0,0,0
244668,1,0,0,0,0
247002,1,0,0,0,0
90186,0,0,3,9,0
290171,0,0,2,9,1
246573,0,3,1,8,0
216421,0,0,0,0,0
277268,0,0,5,14,2
142189,0,0,0,9,0
302664,0,0,0,0,0
61716,0,0,0,0,0
231195,0,0,3,7,0
258494,0,5,2,11,3
308646,0,0,2,13,0
254623,0,0,1,10,0
125899,0,0,0,0,0
168041,0,0,0,0,0
292083,0,0,3,9,0
268173,0,0,0,0,0
15750,0,0,0,0,0
86680,0,0,0,0,0
130934,0,0,2,8,0
49135,0,0,0,11,0
169382,0,0,0,0,0
246789,0,0,0,0,0
233740,1,0,0,0,0
85331,0,0,0,0,0
270435,0,0,0,9,0
6210,0,0,0,0,0
48210,0,0,0,0,0
3908,0,0,0,11,1
55282,0,0,0,0,0
169526,0,0,2,9,1
81398,0,0,0,0,0
172810,0,0,0,0,0
96995,0,0,2,9,1
172797,0,0,1,10,0
288922,0,0,0,0,0
143484,0,2,2,16,1
174866,0,0,2,9,0
244565,0,1,2,9,0
205266,0,0,0,0,0
292352,0,0,0,0,0
206522,0,0,0,0,0
63383,0,1,4,9,0
308616,0,0,1,10,0
36658,1,0,0,0,0
170239,0,0,0,11,0
109775,0,0,1,9,0
171618,0,0,0,11,0
289056,0,0,1,10,2
280319,0,0,0,9,0
264095,0,0,0,0,0
36754,0,0,3,8,0
199213,1,16,0,0,1
15612,0,0,0,0,0
302730,0,0,0,0,0
187240,1,0,0,0,0
221757,0,0,0,0,0
229242,0,0,1,8,0
130612,0,0,0,0,1
224876,0,0,0,0,0
104747,0,0,2,11,1
209637,0,0,0,0,0
115838,1,0,0,0,0
269205,0,0,0,0,0
20627,0,0,2,8,0
210511,1,0,0,0,0
137180,0,0,0,0,0
294619,0,0,0,0,0
52064,0,0,1,10,0
168357,1,0,2,18,0
283642,0,0,1,10,0
216355,0,0,0,10,0
159351,0,0,0,14,2
105026,0,0,1,10,0
248654,0,0,1,10,0
161272,0,0,0,0,0
267713,0,0,0,0,0
196187,0,0,0,0,0
67479,0,1,2,9,0
61316,0,0,0,11,0
38962,0,0,0,18,6
211352,0,0,0,0,0
64302,0,0,0,11,0
67360,0,0,0,0,0
33267,0,3,0,0,0
181720,1,0,0,0,0
189754,0,5,1,10,0
164954,0,0,1,10,1
156408,0,0,0,2,2
142110,0,0,1,10,0
217308,1,0,0,0,0
133119,1,0,3,8,0
55702,0,0,0,0,0
293536,1,0,0,0,0
222734,0,1,5,19,5
228847,1,0,0,0,0
296699,0,0,1,10,0
165974,0,0,0,0,0
237515,0,0,0,0,0
264783,0,0,0,0,0
34823,0,3,3,7,1
250702,0,0,0,0,0
75322,0,0,0,0,0
270309,0,0,2,9,0
195993,0,12,0,0,0
149215,0,0,1,10,0
20623,0,2,2,9,0
272480,0,0,1,10,0
74134,1,0,2,9,2
280372,0,0,0,0,0
245695,0,0,0,0,0
243932,0,0,0,0,0
49023,0,0,2,9,0
135182,0,0,1,10,0
208450,0,0,0,0,0
224571,0,0,0,0,0
72952,0,0,0,0,0
129938,0,0,0,9,0
236645,0,0,2,9,0
226671,0,0,0,0,0
136031,0,0,0,11,0
123724,0,0,0,0,0
92872,0,1,1,10,0
263307,0,0,0,0,0
266308,0,0,3,11,0
125448,1,0,0,0,0
26777,0,0,0,0,0
18206,0,0,0,0,0
48015,0,0,1,6,0
73749,1,0,0,0,0
296331,1,2,1,7,1
82937,1,0,0,0,0
193123,0,1,1,9,0
95986,0,0,0,0,0
96389,0,0,0,0,0
211930,0,0,0,0,0
33631,1,0,0,0,0
203839,0,0,1,10,0
207929,0,0,1,10,0
143533,1,0,0,0,0
207103,0,0,0,0,0
239382,0,0,0,0,0
62953,0,0,0,15,0
12705,0,0,0,2,0
65638,0,1,2,9,1
133909,0,0,0,0,0
285972,0,0,0,11,0
44969,1,0,0,0,0
35587,0,0,0,0,0
300833,0,0,2,7,0
127005,0,0,0,11,1
92577,0,0,1,10,0
191750,0,0,0,0,0
214569,1,0,1,10,0
304870,0,0,0,0,0
82770,0,0,0,0,0
239955,0,0,3,8,0
75119,0,0,0,0,0
137441,1,0,0,0,0
262192,0,0,0,0,0
153596,0,0,0,0,0
298176,0,0,1,10,0
147815,0,0,0,0,0
20239,0,0,1,10,0
60455,0,0,0,0,0
171535,0,0,0,11,0
103972,1,0,0,0,0
306256,0,0,0,0,0
293238,0,0,0,0,0
40977,0,0,0,0,0
154054,0,0,0,0,0
182282,0,1,1,11,0
170542,0,0,0,12,0
212153,0,0,3,8,0
13574,0,0,0,0,0
110850,0,0,4,5,0
134523,0,0,0,0,0
238435,0,3,2,7,0
25032,0,0,2,9,0
137761,0,0,2,10,1
205802,0,0,0,11,0
231318,0,0,2,6,0
289597,0,0,0,0,0
197379,0,0,0,0,0
96431,0,0,1,10,1
171199,1,0,1,9,0
240823,0,0,0,0,0
242864,0,0,0,0,0
81049,1,0,0,0,0
301343,0,0,0,0,0
78756,0,0,2,9,0
63515,0,0,0,0,0
6021,0,1,0,1,0
89916,1,0,0,0,0
136643,1,0,0,0,0
28659,0,0,0,0,0
10620,1,0,0,0,0
254955,1,0,1,8,0
213279,0,0,2,9,2
202298,0,0,0,0,0
94452,0,0,0,0,0
141582,0,0,0,0,0
274261,0,2,0,0,0
71836,0,0,0,0,0
242409,0,0,1,10,0
92113,0,0,0,0,0
87673,0,0,0,0,0
