train id,test id
158042,117202
158369,282909
158432,89338
158681,74209
161079,253553
161266,135135
161284,280544
161571,172672
161586,81615
162378,265148
163882,14137
164054,70354
164059,125083
164412,13451
164739,125234
164929,205126
165975,258801
166026,85962
166030,57716
166355,158362
166407,48607
166957,104968
166979,34797
167430,124562
167472,126942
167520,304108
169619,172533
169629,94492
169875,22481
170358,285397
170651,212564
171408,155438
171499,198549
173669,41356
173758,182264
173801,115626
173934,28517
174617,199054
174646,24630
174743,222159
175001,154866
175041,54011
175131,30334
175180,9162
175198,179404
175294,121321
175431,259865
175957,215484
176434,112776
176693,179308
177233,133243
177323,298111
177365,113347
177624,257642
178638,89104
178965,13439
179437,18668
180044,97170
180187,76791
180559,269215
180568,68537
180697,256745
181102,34050
181375,142030
182414,254662
182498,163136
182672,22267
182886,240136
182896,66819
182903,226342
183228,197052
183575,266537
184030,1071
184211,264370
184415,216690
184450,25024
184473,130688
185261,145825
185360,75506
185397,72064
185539,105352
185548,78004
186425,298791
186702,1422
186777,298
187148,286895
187482,134179
188152,122322
188254,128105
188318,227899
188335,49664
188600,127658
189052,94559
189384,84906
189435,300630
190316,218066
191392,61880
191489,233411
192280,135547
192510,302222
192639,1835
193390,170728
193695,126867
193818,220305
193918,240438
194030,104088
195078,217280
195215,176217
195339,35585
196414,41423
196717,38574
197319,281202
197814,172991
198057,217854
198524,7095
198529,1024
198538,183560
198800,184287
199338,296492
199694,210972
199827,249236
199859,144515
200023,201536
200501,56070
200820,262641
201424,102511
201431,121142
202138,281385
202286,248137
202451,136489
203068,167745
203419,72
203423,173253
203791,90734
204467,105999
204612,11348
204992,186583
205049,94182
205269,279313
205678,231496
206564,262688
206787,66662
208084,35821
208273,37647
208889,207487
209153,146637
209190,182021
210251,199971
210307,82106
210787,283265
210980,125967
211740,100437
211975,5411
212556,39145
212650,240274
212747,217431
212779,272593
212843,146192
213035,209993
213274,178572
213330,8627
213823,15477
214249,241039
214523,122321
215403,79603
215520,27573
215726,40893
217126,14306
217223,77644
217255,206786
218157,162674
218947,286752
219725,129266
219918,303746
221392,92060
221448,44063
222384,150515
222802,180007
222937,69450
223115,42785
224451,235978
224496,71246
224652,91238
224865,51081
225141,106951
226581,266469
226850,260640
227045,240176
227176,242906
227311,6015
227916,197218
228115,46456
228780,113954
228899,162430
228998,250768
229212,282319
229239,115201
229275,77285
229385,95362
230786,217902
232136,7892
232171,177401
232674,180749
233076,253092
234010,9009
234564,290606
234589,115460
234955,220897
234956,291084
234986,72822
235590,211866
236459,231468
237021,202166
237494,170036
238407,87750
238471,106897
238622,292962
238662,222974
240001,31553
240873,36593
240962,252568
241053,153435
241190,298949
241396,109230
241722,148823
243608,96548
244451,143624
244942,61933
245049,27411
245181,267997
245455,290029
245728,41209
246107,18799
246399,134544
246561,302391
246962,125614
247323,94039
247934,180536
248106,105717
248472,89839
248661,297824
248701,260876
248761,222534
248777,292657
248831,182668
249491,1020
250105,289468
250367,114372
250525,295764
250668,215004
251569,207908
251660,34892
252289,289654
252441,39117
253408,288109
253783,6547
253834,137833
254170,66759
254703,40932
254994,175717
255080,217203
255715,40445
256152,172415
256475,33337
256806,175063
257205,271886
257618,305947
257655,239136
257743,12689
257999,192573
258208,174942
258277,56298
258454,12375
258845,194904
258952,79261
259033,146155
259855,218350
260040,80116
260258,68909
260316,241171
260425,241975
260718,134122
261494,191862
261518,304620
261667,246054
261766,8131
261966,182030
262014,19442
262869,76217
264130,169620
264787,153776
265984,126306
266388,291389
267108,42545
267808,29536
268059,145107
268183,138563
268314,265352
269060,200577
269502,21427
269736,108412
269866,125396
269996,221492
270417,276816
270481,239901
270754,262580
271594,204107
271796,8668
272285,241301
273037,137902
273292,224266
274107,141496
275282,230752
275594,203059
275614,157940
276834,67039
277545,68950
277664,246452
277682,126079
277882,16465
277899,3336
277940,231181
277949,263917
278374,80213
278909,109831
278995,285087
279088,245636
279839,247228
280012,12408
280631,283072
281336,123093
281352,218442
281365,101712
281484,34831
281804,59298
282619,127256
282746,276032
283595,192242
283658,76180
283888,26601
284501,199356
284616,124743
284903,243245
286718,57027
287071,223770
287200,258282
287988,43456
288704,208019
289242,32239
289337,22112
289718,117635
290347,111806
290364,243180
290551,273901
291093,97873
291619,214964
291647,12983
291777,58368
291884,67804
293168,20047
294380,237433
294834,148126
295316,156434
295421,290872
296080,286856
296152,269449
296390,215204
296900,281905
297564,50333
297849,43093
298062,162276
298160,232600
298651,133738
298755,80860
298780,195171
300094,73928
300417,260959
301652,300349
301698,179945
301896,114444
302983,128656
303154,29193
303156,69027
303584,168169
303586,287739
304342,261001
304441,32320
305911,128799
306923,136234
306940,194150
307537,175255
307674,47227
307823,53351
308342,229907
308429,27707
309129,283285
578,224401
726,72364
855,239853
2124,271356
2469,231639
2889,221296
2989,251296
3156,100922
3184,64925
3289,190000
3586,213967
3816,96371
4028,210226
4324,72840
4337,279725
4521,287777
4721,274801
4806,6245
4845,233576
4930,87677
5365,280516
5378,33862
6037,51061
6108,206445
6417,58489
6735,176977
6955,181162
7125,96576
7263,164461
8133,29860
8320,74800
8426,98615
8634,56433
9397,64637
10303,33635
11448,289789
11575,161707
12203,24771
12834,271145
12929,25686
12966,5186
13333,45399
13403,56866
13407,184145
13484,73575
13736,210342
13998,27703
14317,148815
14412,3765
14917,53283
14988,159413
15371,16803
15441,261903
15829,16127
15921,88138
15954,199659
15972,306039
16005,43854
16199,179364
16214,242394
16488,268311
16681,115361
17641,16391
17749,217037
17951,258153
18531,100643
18790,36459
19187,173049
19370,158619
19954,124129
20173,26993
21257,305409
21805,272278
22584,144619
22939,184527
23138,145704
23427,228950
23446,6130
23606,74180
23728,26759
24244,210422
24840,285930
24998,221941
25140,278854
25519,9171
25920,303913
26208,245993
26272,177776
26460,184903
26466,114904
27142,238194
27864,198626
28465,190231
29151,285695
29352,277430
29768,221777
30783,102317
31118,119620
31489,197997
31795,74927
32065,507
32322,10822
32339,51598
33435,228475
33463,288310
33592,82377
34058,201812
34186,226212
34188,10342
34659,256434
35460,149261
36140,117779
36300,136731
36302,175731
36616,253956
38222,58075
38598,221210
38605,176815
39540,15969
41007,191671
41743,249410
42334,191474
42898,212147
42970,124854
43062,131288
43447,138734
43717,98776
43951,46513
44979,206939
45681,139635
45826,60495
45860,101422
45967,279234
46389,228798
47312,182070
47515,300608
48342,79258
48889,22936
49072,298266
49518,219604
50788,1069
51992,210396
52266,280319
52453,217371
54066,222329
54233,46032
55170,13542
55685,98627
56048,8487
56329,306104
56581,215589
57033,264142
57283,183130
58666,277192
59132,90105
59289,145731
59362,207458
60189,262528
61832,6509
61900,300399
62059,59603
62297,202819
62542,8260
62571,113840
62717,188934
63036,55050
63436,4618
63621,35424
63768,202207
65007,250138
65045,182974
65337,247107
65530,119378
66589,104036
67044,264121
67750,5146
67975,258668
69048,26712
69569,4385
71430,21933
72006,286777
73141,186508
73577,30379
74411,46171
74605,151315
75128,180501
75183,107774
75774,131564
76162,294970
76323,3225
76574,279460
76576,61783
76701,295615
77059,227012
78635,304874
79607,114988
79843,138070
80025,85560
80088,119328
80877,205458
81302,86997
81436,11767
81496,75541
82079,305823
82649,224760
83072,11790
84389,74218
84614,307343
87013,85202
87744,125539
87990,222582
88214,146743
88288,268722
89105,138637
89168,164382
89404,88425
89491,298289
90009,292948
90044,78775
90157,229970
90367,127277
90782,171035
91172,294409
91719,137420
91794,148281
92032,136131
92086,6006
92093,164292
92755,26668
92997,197559
93073,142611
93315,276815
93331,174802
94069,300971
94082,121858
94308,285395
94826,152450
95065,41701
95077,127551
95192,219034
95194,71592
95309,3684
95829,225024
96046,184964
96326,6330
96789,119081
96853,171269
97314,299851
97952,62581
98420,187477
98452,218910
99881,242160
99942,163615
101335,206573
101390,24297
102010,271396
102014,178021
102068,259243
102165,66420
102468,67376
102611,205087
102985,11519
103219,161910
103331,96511
104209,173043
104456,166517
104718,10561
104948,51165
105167,11241
105491,264916
105557,132994
105631,3230
105646,197687
106133,116339
106159,94659
106583,225298
106772,168901
107450,171605
107750,89870
107897,210230
107931,49301
108010,131389
108076,90676
108331,254873
110150,96015
111063,9733
111869,150311
112671,288902
112760,171679
113051,105363
114286,80515
115590,185597
115774,68315
115902,259932
115933,73253
116016,164868
116448,259825
116749,269602
118303,110137
119157,108926
119249,162670
119459,77093
119638,109700
119665,159810
119838,169909
119876,265633
120237,209971
120318,126431
120808,287810
120844,223793
120864,297957
121010,41740
121712,173076
122192,213689
122251,33298
122579,136789
122702,3492
123496,130705
123755,108437
123798,44036
124056,249352
124541,47792
124657,278786
125020,289239
125399,140871
125549,106330
125822,198503
126115,61048
126447,235962
127031,296620
127051,15540
127090,149209
128018,177655
128130,241209
129096,223037
129324,168139
129684,144911
129834,136641
131020,228163
132519,262772
132563,179126
132944,39961
133592,189797
134746,21393
134758,4644
134988,122590
135780,161636
136149,301328
136309,10935
136614,305844
137221,215922
137899,21549
138031,289470
138210,196452
138314,33595
138919,184542
139019,150099
139410,306125
139435,236384
139769,10322
139885,230597
140308,280521
140594,133161
140600,268400
140970,243216
141192,249613
141695,30970
141865,274660
142007,85386
142498,1485
143316,89003
144238,116666
144300,281705
144438,110822
144441,245606
146352,291505
146535,224645
147098,128523
147216,144145
147704,170240
148107,33649
148126,299471
148172,50294
148208,34685
148233,248085
148812,303436
148978,207514
149031,82789
149070,135087
149428,186110
150276,179550
150699,273898
151142,284592
151326,113950
151408,52964
151606,265033
152614,104255
153212,157273
153579,76286
153962,100824
154418,86615
154769,292277
155180,12510
155442,115903
155477,150729
155959,67745
156006,24504
156145,283502
156409,271811
156999,239162
157637,264281
158189,164443
158269,156147
158642,128535
158747,273659
158797,33396
158998,90807
159062,207887
159259,49595
159261,133739
159268,302717
159426,243700
159999,209521
160571,184986
160996,303725
161087,237813
161322,270039
161331,19403
162221,232195
162907,185080
163189,274690
164500,182236
164943,86466
165400,71657
165419,102552
168873,140185
169936,198327
170474,281673
170850,75023
170987,90437
171165,219943
171235,106943
172247,117825
172401,16769
172569,240845
173922,54143
174038,218479
174667,140626
175307,241925
175808,112512
176045,32240
176399,62352
176917,155474
177437,129476
177653,26935
177689,244951
178048,295481
178270,288447
178563,237430
178634,182080
178681,6526
179112,75875
179609,24258
180488,21431
181329,211146
182251,123110
182440,267391
183851,47845
184231,4048
184307,147906
186233,269044
186363,205336
186375,91594
186763,151709
186877,208385
187130,239351
187256,273757
187846,180791
188207,18967
188913,185873
189037,195305
189123,97189
189487,293382
190067,85765
190121,245754
190702,164016
190942,77686
191209,89316
192522,77129
193250,169892
193497,281188
193556,92286
194246,11503
194782,238541
194794,294678
195487,239503
196780,27622
197335,150683
197392,150219
197718,246252
198070,54762
198656,114215
198770,74737
198850,230286
199132,241612
199450,304927
199467,43830
201549,84295
201551,190058
201587,32595
201991,180075
202164,237451
202174,201283
202272,260512
202846,186331
203146,107289
203287,162918
203790,160549
204487,104611
204788,111972
205141,7235
205418,8467
205569,245555
205723,282849
205826,178869
206359,42149
207293,27282
207633,227388
207768,276944
208146,230569
208272,113607
208475,172842
208785,102119
209184,207499
209359,179463
209859,121393
209957,76239
210417,115359
210608,25518
211821,285540
212193,240915
212218,214782
212479,250706
212689,108156
212794,300346
213433,184636
214113,4990
215716,184823
216209,174175
216328,306725
216538,281510
217025,137479
217120,276581
217418,284932
217726,183549
217915,205959
218195,221027
218250,177422
218968,109402
219023,28055
219900,184634
220198,205248
220427,248713
220805,179422
221094,517
221669,156622
222195,153947
223320,130362
223425,292091
224813,254825
226157,209780
226568,210350
226831,190479
227116,273701
227195,53851
228689,261056
229640,168813
230512,64003
230937,175795
230941,224498
231221,69110
231763,137398
232519,38149
233107,10213
233289,221734
233474,270384
234197,223655
234380,186736
234759,273412
234792,7589
235125,294347
236659,58775
236822,199639
237338,110073
237718,49242
237729,67519
237962,173709
238641,141625
238930,277759
239140,281389
239364,154128
240230,63551
240910,227683
241312,190543
241697,199748
242135,172540
243479,159414
243482,104347
243546,50167
243662,289575
243674,230235
244052,218001
244242,286936
244984,53927
245196,47704
245349,75728
247423,160748
248324,234223
248334,70689
248582,84812
248645,160114
248896,133529
249605,259947
250160,144853
250842,215743
251582,161854
252147,3206
252676,165123
253002,243910
253256,70551
253275,85739
253936,40794
254676,139826
254785,145423
255045,17360
255091,54320
255482,39503
255576,82689
256953,302504
256962,138448
257158,89212
257331,286166
257741,132828
257861,150079
257865,68500
258001,70122
258731,70868
259199,56475
259341,116307
259569,157610
260022,32710
260063,305937
261375,111118
261403,38787
261753,9451
261840,211804
262004,168125
263277,188244
263540,78509
263677,179397
264112,90605
264176,74793
264486,25034
265713,56938
265908,170823
266382,164388
266475,38737
266984,207725
268041,178741
268576,159825
269515,153822
269600,188260
269603,136633
269907,14184
270416,166317
270508,162129
271286,45627
271933,243594
272571,111369
272584,290358
272747,181326
272875,150708
273123,182616
273771,202097
274004,94553
274200,263888
274667,152373
275067,143513
275983,277570
276918,219681
277058,39754
277330,194470
278617,142629
278650,202587
278681,155541
279081,133591
279501,60071
279547,292121
279723,65171
279879,210440
280064,105496
280156,21080
280354,103321
280772,174272
280807,14929
281142,54655
281790,64152
282150,172785
282427,160409
282495,183295
283198,135673
284320,39740
284434,175316
284470,259251
284939,227546
285762,171312
285857,106855
286051,86336
286464,132996
287627,31082
288102,221449
288495,19535
290204,74983
290376,29725
291022,159079
291289,212242
291514,299579
291876,53885
292210,256088
293077,84323
293093,143517
293176,250937
293586,211819
294678,5144
294764,177490
295137,72954
295160,115196
295694,106080
296188,245306
296221,255854
296295,181401
296445,170843
296765,73662
297960,16508
298401,221756
298420,245638
298750,223958
298932,305371
299026,32466
299113,280234
299227,247398
299560,102885
299880,206872
299929,78651
300720,193094
300771,96288
300840,198585
301569,63476
301758,256207
301809,263612
302629,89294
302679,55974
302782,36851
302857,86426
302981,303400
303260,114708
304388,186840
304701,147764
305004,159355
305200,159896
305373,106219
305489,125647
305732,21468
305948,243244
306338,76964
306693,292412
306835,277202
307192,234532
308941,123973
66,56087
189,47860
380,52094
404,83430
872,95292
1467,153369
2311,185634
2372,117414
2632,133891
2748,14086
2770,188778
3347,288493
4160,267791
4705,222346
4817,302046
5028,225607
5298,198964
5306,79667
6257,209295
6532,275928
6967,302502
7069,301429
7132,99751
7271,93996
7323,284897
7500,221235
7524,168211
7752,209488
8029,228300
8710,266196
8751,227454
8845,234940
10128,164483
10332,19235
11241,273989
11261,77583
11481,78234
11545,271407
11719,9504
12137,174064
12398,302718
13802,261882
14542,49088
14802,144402
16137,8355
16175,279774
16230,305186
16335,163806
16847,166619
17035,101553
17384,11337
17488,156983
17866,46581
18148,9196
18500,135366
19343,172318
20081,125229
20517,296014
21156,38723
22403,291824
22861,64508
23030,15758
23155,223022
23362,199661
24096,16573
24275,109264
25047,267719
25063,22621
25138,83949
25641,304989
25701,150608
26506,81992
26658,123674
26864,180083
27070,220782
27487,242116
27982,182179
28223,244224
28674,182197
29421,82153
29820,126340
29939,128025
30143,129683
30490,25758
30776,968
31377,129763
32023,55956
32844,172596
32953,161867
33392,71084
33470,150662
33743,34547
34345,44129
35306,149534
35735,238587
35930,80965
36028,210456
36084,203803
36375,69985
37749,255030
37990,281839
38063,89669
39374,40285
40143,27337
40294,224573
40976,261757
41511,166868
42185,307226
42265,23900
42372,195482
42473,136593
42504,263853
42583,141723
43294,59694
43575,99634
43724,183034
43843,253543
43961,106306
44108,47862
44424,38175
45823,210341
45976,24341
46262,204149
46396,19467
46699,2818
46702,305109
47161,298540
47729,112956
48116,59698
48692,220273
49646,97494
50617,15087
50651,18787
51665,87161
51961,240787
51969,234459
52520,135770
52856,269758
53276,90611
53532,8593
53820,149584
54092,143925
54305,284198
54690,148922
54711,92211
54732,19226
55542,46751
55623,106522
55681,7510
56096,149036
56708,253135
56938,244623
58755,7255
58762,236081
58791,107925
59100,65712
60549,259851
61321,226050
61639,87644
61958,224491
62917,207847
63161,286550
63632,6013
63717,189844
64322,107172
64617,150912
64823,42030
65130,166169
65296,145790
65777,25200
65898,245187
65902,43838
65981,240216
66371,272490
66766,76263
66825,3986
66984,262944
67167,192114
67314,196416
67448,227823
67689,173890
68433,205290
68598,219413
68933,41999
68938,139667
69156,204837
69232,174611
69292,285344
69490,157878
69556,233944
69715,174314
69810,201848
70008,216223
70387,95155
70664,36472
71110,147861
71529,98555
71814,285313
71834,143302
72312,187692
72394,53346
72610,207416
72795,166600
72846,205869
72865,235116
73454,222751
73558,61267
74342,100875
74548,212485
74626,166094
74797,45070
75181,144341
75220,52710
75709,193326
75745,275056
75772,107126
76361,221597
76674,125973
77113,101963
77135,162713
77510,97472
78244,213730
78320,176333
78460,230722
78920,28875
79038,298687
79578,57628
80336,287966
80540,165388
81001,193755
81345,82390
81397,96704
81795,21467
81909,197765
82002,26274
82386,175946
82697,40236
83267,227220
84356,102915
84590,155563
85206,53362
85425,238512
85837,211484
85890,170400
86080,275141
86173,262314
86780,5553
87416,172380
87834,183838
87878,216835
87898,20313
88211,82589
88905,277739
89304,250618
89734,23148
90262,302986
91116,222403
91200,143026
91470,150955
91734,226866
92012,25821
92091,95346
92384,148679
92579,127706
92617,203834
92774,191346
92789,282635
92793,100958
93190,68175
93215,229030
94907,104952
95532,144021
95709,14119
95918,192104
96294,263287
96410,303497
96691,172206
98339,226332
98444,225042
98484,181003
98550,241222
98871,42325
99007,58078
99403,143655
99425,225124
99613,227229
99704,136481
99940,134552
101096,133697
101682,31063
102103,192994
102204,301502
103487,156516
103624,19657
104430,241478
104937,62236
105070,185532
105179,47391
106438,212694
106498,220975
106935,88054
108952,129486
108995,265722
109247,39647
109248,131037
109288,82621
109590,211774
109850,506
109873,99594
110052,230169
110136,23573
110143,161375
110802,53629
111889,75925
111922,56241
112506,151197
112739,48245
113323,61724
113417,8661
113510,259211
115443,134490
115649,299809
116230,59952
116313,282597
116610,239116
116665,245630
116686,20399
117003,84264
117832,232519
117945,70109
119785,72310
119822,206829
120199,301221
120506,188729
120588,297035
121490,13140
123258,269119
123269,248075
123866,16484
124278,150896
124437,93106
124903,295378
125709,77776
125715,18147
125934,263019
126386,296161
126660,227693
126856,119410
127034,301851
127607,9473
129341,274780
129651,111178
129948,74065
130276,33149
130578,297867
130588,6912
130682,204421
131033,102102
131237,69045
131284,140643
131654,235683
131816,16033
132034,152864
132585,52020
132874,6785
132980,160504
133164,31320
133500,231719
134227,152633
134530,186614
134986,202347
135467,264649
135730,38193
135947,190355
136619,78969
137239,151220
137264,25049
137461,286083
137812,12847
137873,239762
138533,281000
139374,140937
139992,218748
140168,283490
140283,161217
140337,247146
140764,140020
141279,300135
141289,243139
143101,155014
143366,305449
143966,242519
144218,204464
144415,176804
144584,115162
144886,159705
144963,250609
145050,203641
145337,71608
145682,143085
145789,73729
145835,145303
146090,66523
147275,263525
147825,123088
147826,173236
147984,102217
148056,274196
148723,212873
148752,18734
148791,300862
149416,161873
149516,9576
149902,7107
150050,205276
150085,48082
150451,229478
150836,129060
150969,260159
151014,115402
151284,303377
151419,71880
151578,256534
151704,199696
152158,34113
152189,127917
152707,107743
153059,251828
153861,128083
154262,235696
154393,155642
154688,229962
154802,39635
154829,249068
154923,231288
155086,26349
155171,253665
156359,242175
156499,62220
156525,15964
156540,209571
157278,234322
157568,263782
157717,287684
158486,183510
159767,229159
159842,82963
159876,210854
159981,190349
159997,94237
160237,195888
160454,306773
160464,66428
160655,104367
160741,94108
161245,39818
161413,178146
161570,227349
161847,50246
162093,50353
162271,170734
162960,307182
163233,150739
163886,84609
164106,82613
164419,225370
165124,276132
165688,287812
165944,240511
166161,154110
166337,238338
167101,162173
167488,106933
167549,275673
167734,160917
167841,231526
168650,295306
169277,122645
170005,68754
170098,204858
170433,17366
170554,221463
171698,213991
171707,262702
172127,2795
172784,81566
172901,104866
173202,294235
173209,173274
173375,202645
173526,210491
173723,191753
173981,10693
174194,34898
174446,27893
174840,150409
175037,32477
175424,189167
176182,275906
176717,277867
176779,115538
176886,117596
176900,154316
176903,151925
177743,120639
178334,225320
179192,159149
179365,256633
180194,181661
180490,280528
180922,37165
181619,295961
181818,152601
182310,68272
183417,63717
183831,11788
184799,301942
185824,13880
186514,214309
186660,21262
187157,66018
187241,57693
187897,180247
189028,281980
189543,110580
190394,214682
190640,290354
191077,288222
191239,42673
191441,492
192423,217967
194014,199743
194063,1860
194125,42522
194711,70866
194804,192081
195005,15355
195724,29589
195740,39149
195909,52135
196228,50833
196715,164544
197377,279751
198570,210644
198819,255996
198842,55799
199283,9324
199413,279127
200295,172861
200671,151039
200753,171450
200952,184057
201612,137283
202358,121118
202363,216039
203324,96879
203471,49293
203711,12443
204174,151418
204504,139764
204752,227578
204875,197500
204956,169733
205120,305112
205308,15282
205326,76356
206191,8683
207162,273313
207807,105593
208553,211756
209583,144965
209817,209883
209954,153836
210013,18576
210152,281922
210381,268654
210594,235070
210755,61405
210838,244496
210958,72984
211760,172469
211989,180903
212866,79969
213055,271337
213270,252953
213380,16664
213515,154963
213899,228439
214858,298656
215463,158422
215562,268326
215732,83945
216800,122047
217115,236037
217238,180091
217325,273498
217659,151504
217875,10707
218060,60757
218127,265864
218567,133546
218877,157231
219035,49960
219646,257699
219723,159356
219923,302024
220595,269894
220682,118043
220748,141711
221305,18678
221761,19755
222012,224431
222399,228612
222831,94405
222868,52858
223314,12236
223650,266706
223808,5814
224296,140580
224739,37213
224844,244075
224968,10884
225260,85724
225469,214772
226121,61960
226306,114421
226316,85597
226644,295483
226686,79194
226905,166076
227015,152276
227470,177214
228207,150078
228219,254065
228339,182518
228380,262120
229465,58225
229679,234968
229914,9833
230303,55483
232037,48484
232424,214561
233140,248590
233348,153098
233800,219775
233895,285558
234753,279364
235369,219283
235414,71176
236079,28446
236907,255416
237097,24678
237504,285859
238067,198202
238501,130684
238541,295752
238626,224232
239110,237434
239214,137381
240264,130431
240378,293189
240896,14378
241261,25326
241393,194453
241575,188664
242055,67000
242076,144053
242948,305983
243364,121973
243586,197030
243688,45043
244549,51058
244602,172562
244628,221804
244879,39365
245065,164669
245183,164295
245879,73580
246010,250228
246488,211409
246617,123350
246619,210273
246743,74014
246944,155228
248427,117372
248660,115259
248697,269953
249174,270367
249319,171939
249362,267980
249730,133010
249929,272194
250133,31059
251395,1556
252052,116431
253286,213006
253435,144684
253679,260475
253776,10380
253816,82698
255156,143635
255201,69795
255659,300021
255959,247881
256218,185241
256230,46294
256824,142667
256860,288037
256907,303347
256911,97126
257018,105340
257044,157357
257159,298667
257206,64205
257807,56754
257902,149648
258276,103481
258354,34057
258853,55166
258902,150680
258960,18371
259297,127912
259998,202581
260103,251880
260197,190209
260290,97084
260476,282938
260477,25253
261500,226595
262507,36826
264810,281684
264857,84068
265256,72324
265366,50472
265758,138989
266667,224892
266853,14475
267059,272727
267279,307044
267473,35475
267872,257427
267897,170613
268398,6238
268787,245432
269492,283266
270807,283709
271794,147299
272043,273831
272137,65711
273144,126224
273404,181778
274414,282559
274635,42730
275187,263778
275301,88461
276034,293000
276063,89617
276484,109471
276653,32682
277244,106160
